id,name,budget_range,preferred_location,requirements,checkin_time_preference,checkout_time_preference,preferred_facilities,special_requests
3956,Dương Hoàng,11.190.000 - 11.490.000 VND,Bắc Ninh,Giặt ủi,14:30 - 16:00,9:30 - 12:00,Máy pha trà/cà phê,
3957,Khoa Mai Lê,10.340.000 - 11.030.000 VND,Đồng Tháp,"Xe đưa đón sân bay, Chỗ đỗ xe",14:30 - 18:00,9:00 - 12:00,"Phòng không hút thuốc, Nhà hàng, Tiện nghi cho khách khuyết tật",Không cần dọn phòng
3958,Thành Hải Mai,6.510.000 - 7.790.000 VND,Bắc Ninh,"Thang máy, Xe đưa đón sân bay",13:30 - 17:00,11:30 - 12:00,"Phòng gia đình, Sân thượng / hiên, Chỗ đỗ xe",
3959,Quang Bùi,11.790.000 - 13.370.000 VND,Bà Rịa - Vũng Tàu,Phòng không hút thuốc,13:00 - 18:00,9:30 - 12:00,"Quầy bar, Hồ bơi trong nhà, Trung tâm thể dục",Phòng không cửa sổ
3960,Hải Đức Mai,15.270.000 - 16.230.000 VND,Bình Phước,WiFi miễn phí,13:00 - 17:00,12:00 - 12:00,Dọn phòng hàng ngày,Không cần dọn phòng
3961,Huy Phạm,15.260.000 - 16.290.000 VND,Kiên Giang,"Tiện nghi BBQ, Nhà hàng, Xe đưa đón sân bay",13:00 - 13:00,10:00 - 12:00,"Sân vườn, Trung tâm thể dục, Bữa sáng",Tầng cao
3962,Tú Dương,16.090.000 - 17.520.000 VND,Bắc Kạn,Nhà hàng,13:30 - 13:00,12:30 - 12:00,"WiFi miễn phí, Dịch vụ phòng",Phòng không cửa sổ
3963,Tùng Vũ,16.380.000 - 17.980.000 VND,Hải Phòng,Điều hòa nhiệt độ,15:00 - 14:00,12:00 - 12:00,"WiFi miễn phí, Giặt ủi, Hồ bơi ngoài trời, Sân thượng / hiên",Tầng cao
3964,Kim Đặng,3.740.000 - 4.820.000 VND,An Giang,Dọn phòng hàng ngày,14:00 - 16:00,11:30 - 12:00,Hồ bơi ngoài trời,
3965,Khoa Trần,8.950.000 - 9.210.000 VND,Cao Bằng,"Quầy bar, Xe đưa đón sân bay, Nhà hàng",14:00 - 13:00,10:00 - 12:00,"Quầy bar, Trung tâm Spa & chăm sóc sức khoẻ",Phòng không cửa sổ
3966,Hạnh Trần,12.900.000 - 13.050.000 VND,Bắc Giang,"Thang máy, Phòng không hút thuốc",12:00 - 15:00,12:30 - 12:00,"Bữa sáng, Trung tâm Spa & chăm sóc sức khoẻ, Dọn phòng hàng ngày",
3967,Dũng Hải Lê,15.840.000 - 17.680.000 VND,Sơn La,"Dịch vụ phòng, Điều hòa nhiệt độ, Trung tâm Spa & chăm sóc sức khoẻ",11:30 - 16:00,11:00 - 12:00,"WiFi miễn phí, Giặt ủi, Khu vực bãi tắm riêng",Giáp biển
3968,Trung Lê,7.000.000 - 7.500.000 VND,Phú Yên,Trung tâm Spa & chăm sóc sức khoẻ,15:30 - 17:00,10:00 - 12:00,"Hồ bơi trong nhà, Trung tâm thể dục, Nhà hàng, Điều hòa nhiệt độ",Giường phụ
3969,Hoàng Nguyễn,8.540.000 - 9.190.000 VND,Hà Nội,"Trung tâm Spa & chăm sóc sức khoẻ, Phòng gia đình, Chỗ đỗ xe, Hồ bơi ngoài trời",15:00 - 18:00,9:00 - 12:00,"Giặt ủi, Điều hòa nhiệt độ",Khu vực cho phép hút thuốc
3970,Phương Quang Mai,14.650.000 - 15.970.000 VND,Bạc Liêu,"Bữa sáng, Điều hòa nhiệt độ, Nôi/cũi theo yêu cầu, Nhà hàng",11:30 - 15:00,12:30 - 12:00,Nhà hàng,Tầng cao
3971,Nhật Lê,2.100.000 - 2.560.000 VND,Bến Tre,"Tiện nghi BBQ, Hồ bơi ngoài trời",13:00 - 18:00,9:30 - 12:00,Trung tâm thể dục,View đẹp
3972,Vi Phạm,14.330.000 - 16.150.000 VND,Hà Giang,"Sân vườn, WiFi miễn phí, Khu vực bãi tắm riêng",14:30 - 14:00,11:00 - 12:00,"Dọn phòng hàng ngày, Điều hòa nhiệt độ, Sân vườn, Khu vực bãi tắm riêng",
3973,Duyên Trần,4.720.000 - 5.510.000 VND,Yên Bái,"Tiện nghi BBQ, Sân vườn, Xe đưa đón sân bay",11:30 - 15:00,12:30 - 12:00,"Hồ bơi ngoài trời, Bữa sáng",
3974,Lan Mai,2.720.000 - 3.200.000 VND,Đồng Nai,"Nhà hàng, Dịch vụ phòng",14:00 - 16:00,12:30 - 12:00,"Hồ bơi ngoài trời, Phòng không hút thuốc",Tầng cao
3975,Chi Hoàng,1.780.000 - 3.320.000 VND,Nghệ An,"Quầy bar, Khu vực bãi tắm riêng, Giặt ủi, Phòng gia đình",11:00 - 15:00,10:00 - 12:00,"Trung tâm Spa & chăm sóc sức khoẻ, Bữa sáng, Sân thượng / hiên, Phòng không hút thuốc",Phòng yên tĩnh
3976,Vân Hoàng,8.680.000 - 9.890.000 VND,Hậu Giang,"Nhà hàng, Lễ tân 24 giờ, Quầy bar",11:00 - 16:00,10:00 - 12:00,Phòng gia đình,
3977,Hạnh Vũ,17.830.000 - 18.130.000 VND,Bà Rịa - Vũng Tàu,"Chỗ đỗ xe, Lễ tân 24 giờ, Thang máy",12:00 - 15:00,11:30 - 12:00,"Máy pha trà/cà phê, Chỗ đỗ xe, Tiện nghi BBQ, Tiện nghi cho khách khuyết tật",
3978,Hoàng Văn Hoàng,4.150.000 - 5.560.000 VND,Thái Nguyên,"Hồ bơi ngoài trời, Sân vườn, Phòng không hút thuốc",12:00 - 16:00,10:00 - 12:00,Giặt ủi,Nôi em bé
3979,Nhật Đặng,3.760.000 - 4.550.000 VND,Điện Biên,Sân vườn,14:30 - 15:00,12:30 - 12:00,"Thang máy, Hồ bơi trong nhà, Hồ bơi ngoài trời, Trung tâm thể dục",Giường phụ
3980,Ánh Lê,3.410.000 - 4.830.000 VND,Lào Cai,Xe đưa đón sân bay,14:00 - 13:00,10:30 - 12:00,"Phòng không hút thuốc, Dịch vụ phòng, Xe đưa đón sân bay",Giường phụ
3981,Nhật Hải Bùi,14.450.000 - 16.200.000 VND,Yên Bái,Phòng gia đình,14:00 - 18:00,11:30 - 12:00,Máy pha trà/cà phê,
3982,Dũng Bùi,3.390.000 - 3.940.000 VND,Ninh Thuận,"Phòng không hút thuốc, Xe đưa đón sân bay, Quầy bar",15:30 - 15:00,12:30 - 12:00,"Nôi/cũi theo yêu cầu, Tiện nghi cho khách khuyết tật, Phòng không hút thuốc",Giường phụ
3983,Kim Quang Hoàng,16.250.000 - 18.140.000 VND,Đồng Tháp,"Thang máy, Phòng gia đình, Tiện nghi BBQ",13:00 - 13:00,11:30 - 12:00,"Sân thượng / hiên, Khu vực bãi tắm riêng",View đẹp
3984,Hà Đặng,2.760.000 - 3.740.000 VND,Quảng Nam,Sân vườn,11:00 - 14:00,9:30 - 12:00,"Máy pha trà/cà phê, Nhà hàng",View đẹp
3985,Bảo Mai Bảo Trần,13.630.000 - 14.650.000 VND,Bình Dương,"Hồ bơi ngoài trời, Khu vực bãi tắm riêng",15:30 - 15:00,11:30 - 12:00,"Thang máy, Khu vực bãi tắm riêng",Hướng biển
3986,Phương Hoàng,17.170.000 - 17.710.000 VND,Hòa Bình,"Bữa sáng, WiFi miễn phí",14:30 - 18:00,10:00 - 12:00,"Máy pha trà/cà phê, Bữa sáng, Dịch vụ phòng, Sân thượng / hiên",Nôi em bé
3987,An Mai,5.270.000 - 6.300.000 VND,Lạng Sơn,"Giặt ủi, Lễ tân 24 giờ, Tiện nghi BBQ, Sân vườn",13:00 - 17:00,9:00 - 12:00,"Máy pha trà/cà phê, Giặt ủi",Phòng không cửa sổ
3988,Thành Thế Lê,11.600.000 - 11.820.000 VND,Kon Tum,"Khu vực bãi tắm riêng, Thang máy",11:30 - 14:00,11:30 - 12:00,"Bữa sáng, Tiện nghi cho khách khuyết tật, Lễ tân 24 giờ",Hướng biển
3989,Hoàng Phạm,7.130.000 - 7.380.000 VND,Phú Yên,Xe đưa đón sân bay,14:00 - 16:00,11:30 - 12:00,"Giặt ủi, Phòng gia đình, Sân vườn, Tiện nghi BBQ",Chỗ đậu xe riêng
3990,Hạnh Trần,13.870.000 - 15.060.000 VND,Tiền Giang,"Hồ bơi trong nhà, Dịch vụ phòng",15:00 - 15:00,11:30 - 12:00,"Tiện nghi cho khách khuyết tật, Phòng gia đình, Tiện nghi BBQ, Xe đưa đón sân bay",Giáp biển
3991,Minh Trần,7.070.000 - 7.600.000 VND,Ninh Thuận,Phòng gia đình,13:30 - 16:00,10:00 - 12:00,"Thang máy, Hồ bơi trong nhà, Bữa sáng",
3992,Thành Dương,13.470.000 - 13.840.000 VND,Bình Định,Sân thượng / hiên,15:30 - 17:00,9:00 - 12:00,Nhà hàng,Tầng cao
3993,Linh Phạm,17.990.000 - 19.550.000 VND,Đắk Lắk,Máy pha trà/cà phê,15:00 - 13:00,10:00 - 12:00,"Tiện nghi BBQ, Lễ tân 24 giờ",
3994,Thảo Trần,6.370.000 - 6.550.000 VND,Tây Ninh,"WiFi miễn phí, Trung tâm thể dục, Dọn phòng hàng ngày, Lễ tân 24 giờ",14:00 - 18:00,10:00 - 12:00,"Tiện nghi BBQ, WiFi miễn phí, Dọn phòng hàng ngày, Hồ bơi trong nhà",
3995,Nam Lê,420.000 - 2.130.000 VND,An Giang,"Sân vườn, Dịch vụ phòng, Thang máy, Tiện nghi BBQ",13:30 - 14:00,11:30 - 12:00,Khu vực bãi tắm riêng,
3996,Ánh Bùi,1.900.000 - 2.460.000 VND,Hà Nội,"Hồ bơi ngoài trời, Lễ tân 24 giờ, Điều hòa nhiệt độ",12:30 - 14:00,11:00 - 12:00,"Khu vực bãi tắm riêng, Xe đưa đón sân bay, Chỗ đỗ xe, WiFi miễn phí",Giáp biển
3997,Hồng Nguyễn,1.310.000 - 2.410.000 VND,Khánh Hòa,"WiFi miễn phí, Hồ bơi trong nhà, Bữa sáng",12:00 - 15:00,10:00 - 12:00,Phòng gia đình,View đẹp
3998,Phương Đặng,16.470.000 - 17.320.000 VND,Vĩnh Long,"Giặt ủi, Bữa sáng, Tiện nghi cho khách khuyết tật, Thang máy",12:00 - 13:00,12:30 - 12:00,"Thang máy, Bữa sáng, Nhà hàng",Giường phụ
3999,Vũ Lê,5.880.000 - 6.830.000 VND,An Giang,"Nôi/cũi theo yêu cầu, Hồ bơi ngoài trời, Khu vực bãi tắm riêng",14:00 - 16:00,10:00 - 12:00,"Trung tâm thể dục, Hồ bơi ngoài trời, Nhà hàng",Khu vực cho phép hút thuốc
4000,Châu Hoàng Phạm,13.030.000 - 14.470.000 VND,Quảng Ngãi,"Chỗ đỗ xe, Nôi/cũi theo yêu cầu, Trung tâm thể dục, Bữa sáng",11:00 - 16:00,11:00 - 12:00,"Hồ bơi trong nhà, Khu vực bãi tắm riêng, Hồ bơi ngoài trời",
4001,Trọng Mai Bảo Vũ,3.620.000 - 5.320.000 VND,Cần Thơ,"Điều hòa nhiệt độ, Xe đưa đón sân bay, Trung tâm Spa & chăm sóc sức khoẻ, WiFi miễn phí",12:30 - 13:00,12:00 - 12:00,"Xe đưa đón sân bay, Tiện nghi BBQ, Nhà hàng, Bữa sáng",
4002,Trung Bùi,13.540.000 - 15.180.000 VND,Thanh Hóa,"Lễ tân 24 giờ, Giặt ủi, Quầy bar",15:30 - 13:00,12:00 - 12:00,"Sân vườn, Khu vực bãi tắm riêng, Máy pha trà/cà phê, Nôi/cũi theo yêu cầu",Phòng yên tĩnh
4003,Tùng Xuân Nguyễn,5.420.000 - 6.730.000 VND,Hà Nội,Tiện nghi cho khách khuyết tật,15:00 - 18:00,11:30 - 12:00,"Hồ bơi trong nhà, Máy pha trà/cà phê",Khu vực cho phép hút thuốc
4004,Quang Nguyễn,5.830.000 - 7.460.000 VND,Bạc Liêu,"Điều hòa nhiệt độ, Trung tâm Spa & chăm sóc sức khoẻ, Hồ bơi trong nhà",14:00 - 15:00,9:30 - 12:00,"Trung tâm thể dục, Trung tâm Spa & chăm sóc sức khoẻ, Tiện nghi cho khách khuyết tật, Phòng gia đình",Không cần dọn phòng
4005,Thảo Dương,12.540.000 - 14.050.000 VND,Thái Nguyên,"Nhà hàng, Trung tâm thể dục",11:00 - 16:00,9:00 - 12:00,"Máy pha trà/cà phê, Nôi/cũi theo yêu cầu, Hồ bơi trong nhà, Phòng không hút thuốc",
4006,Hưng Mai,14.360.000 - 15.590.000 VND,Thanh Hóa,"Tiện nghi BBQ, Dịch vụ phòng, Bữa sáng, Trung tâm Spa & chăm sóc sức khoẻ",15:30 - 16:00,9:30 - 12:00,Thang máy,Giường phụ
4007,Lâm Phạm,3.850.000 - 5.820.000 VND,Vĩnh Phúc,"Nhà hàng, Dọn phòng hàng ngày, Chỗ đỗ xe",14:30 - 15:00,9:30 - 12:00,"Dịch vụ phòng, Trung tâm Spa & chăm sóc sức khoẻ, Dọn phòng hàng ngày",
4008,Linh Mai,8.400.000 - 10.290.000 VND,Hà Tĩnh,"Máy pha trà/cà phê, Thang máy, WiFi miễn phí, Hồ bơi ngoài trời",14:00 - 16:00,11:00 - 12:00,"Phòng gia đình, Quầy bar, Tiện nghi BBQ, Điều hòa nhiệt độ",
4009,Hoàng Nguyễn,8.340.000 - 9.670.000 VND,Hà Nội,"Nhà hàng, Hồ bơi trong nhà, Phòng gia đình",14:00 - 16:00,12:30 - 12:00,"Máy pha trà/cà phê, Giặt ủi, Thang máy, WiFi miễn phí",View đẹp
4010,Lâm Tấn Nguyễn,15.040.000 - 16.940.000 VND,Cần Thơ,"Thang máy, Phòng gia đình",11:00 - 13:00,9:00 - 12:00,"Tiện nghi BBQ, Điều hòa nhiệt độ",Giường phụ
4011,Minh Vũ,13.700.000 - 15.680.000 VND,Bắc Kạn,"Phòng gia đình, Lễ tân 24 giờ, Khu vực bãi tắm riêng",12:00 - 13:00,12:30 - 12:00,"Xe đưa đón sân bay, Tiện nghi BBQ, Máy pha trà/cà phê, Phòng gia đình",Phòng không cửa sổ
4012,Vũ Thị Bùi,9.770.000 - 11.230.000 VND,Hậu Giang,Trung tâm thể dục,13:00 - 14:00,9:00 - 12:00,Giặt ủi,
4013,Hoàng Hoàng Bùi,16.500.000 - 18.280.000 VND,Lâm Đồng,"Xe đưa đón sân bay, Trung tâm Spa & chăm sóc sức khoẻ",14:00 - 17:00,9:30 - 12:00,Trung tâm thể dục,
4014,Dũng Lê,10.640.000 - 12.290.000 VND,Sơn La,"Dọn phòng hàng ngày, Xe đưa đón sân bay, Khu vực bãi tắm riêng",12:30 - 18:00,11:00 - 12:00,"Xe đưa đón sân bay, Giặt ủi, Phòng không hút thuốc",Giáp biển
4015,Khoa Lê,1.290.000 - 1.740.000 VND,Hà Tĩnh,Quầy bar,13:30 - 16:00,12:30 - 12:00,"Bữa sáng, Sân vườn",Chỗ đậu xe riêng
4016,Nhật Đặng,11.750.000 - 12.930.000 VND,Bình Phước,"Trung tâm Spa & chăm sóc sức khoẻ, Dịch vụ phòng",11:30 - 13:00,12:00 - 12:00,"Hồ bơi trong nhà, Trung tâm Spa & chăm sóc sức khoẻ",Tầng cao
4017,Quang Hải Hoàng,4.770.000 - 6.270.000 VND,Hòa Bình,"Lễ tân 24 giờ, Máy pha trà/cà phê, Giặt ủi",15:00 - 18:00,10:30 - 12:00,"Tiện nghi BBQ, Sân thượng / hiên, Nôi/cũi theo yêu cầu, Lễ tân 24 giờ",Khu vực cho phép hút thuốc
4018,Yến Đặng,6.250.000 - 6.970.000 VND,An Giang,"Dọn phòng hàng ngày, Nôi/cũi theo yêu cầu",12:30 - 18:00,10:30 - 12:00,"Sân thượng / hiên, Hồ bơi trong nhà, Điều hòa nhiệt độ",Phòng không cửa sổ
4019,Vi Dương,6.050.000 - 7.230.000 VND,Nam Định,Xe đưa đón sân bay,13:30 - 15:00,9:30 - 12:00,"Sân vườn, Quầy bar",Không cần dọn phòng
4020,Yến Nguyễn,13.110.000 - 13.160.000 VND,Thái Nguyên,"Bữa sáng, Máy pha trà/cà phê, Trung tâm Spa & chăm sóc sức khoẻ, Nhà hàng",12:00 - 13:00,9:00 - 12:00,"Sân thượng / hiên, Sân vườn",Không cần dọn phòng
4021,Thành Lê,13.110.000 - 14.350.000 VND,Quảng Ngãi,"Quầy bar, Xe đưa đón sân bay",14:30 - 18:00,11:00 - 12:00,Sân thượng / hiên,
4022,Phương Bùi,3.750.000 - 4.190.000 VND,Bình Dương,"Nôi/cũi theo yêu cầu, Máy pha trà/cà phê",11:30 - 17:00,9:00 - 12:00,"Máy pha trà/cà phê, Hồ bơi ngoài trời, Trung tâm Spa & chăm sóc sức khoẻ",Chỗ đậu xe riêng
4023,Phúc Dương,14.730.000 - 15.120.000 VND,Đà Nẵng,"Sân vườn, Nhà hàng",12:30 - 15:00,10:30 - 12:00,Trung tâm Spa & chăm sóc sức khoẻ,Phòng yên tĩnh
4024,Châu Trí Lê,10.610.000 - 11.160.000 VND,Lạng Sơn,Xe đưa đón sân bay,15:30 - 17:00,10:00 - 12:00,"Phòng không hút thuốc, Hồ bơi ngoài trời",
4025,Hồng Đặng,10.330.000 - 12.200.000 VND,Đồng Tháp,"Trung tâm Spa & chăm sóc sức khoẻ, Chỗ đỗ xe, Điều hòa nhiệt độ, Sân thượng / hiên",15:30 - 13:00,9:00 - 12:00,"Hồ bơi ngoài trời, Nhà hàng, Điều hòa nhiệt độ, Dịch vụ phòng",Giáp biển
4026,Hương Trần,15.460.000 - 17.240.000 VND,Gia Lai,"Phòng gia đình, Trung tâm Spa & chăm sóc sức khoẻ",13:30 - 18:00,11:30 - 12:00,"Dọn phòng hàng ngày, Nhà hàng, Sân vườn",
4027,An Thị Mai,1.100.000 - 1.780.000 VND,Lai Châu,"Xe đưa đón sân bay, Trung tâm Spa & chăm sóc sức khoẻ, Giặt ủi, Phòng không hút thuốc",13:30 - 14:00,9:00 - 12:00,"Xe đưa đón sân bay, Nôi/cũi theo yêu cầu, Tiện nghi cho khách khuyết tật, Quầy bar",
4028,Thảo Vũ,4.390.000 - 5.520.000 VND,Thái Nguyên,"Dịch vụ phòng, Nhà hàng, Khu vực bãi tắm riêng",11:00 - 16:00,9:00 - 12:00,Quầy bar,Giáp biển
4029,Minh Vũ,5.030.000 - 6.150.000 VND,Quảng Ninh,"Sân vườn, Trung tâm Spa & chăm sóc sức khoẻ, Tiện nghi cho khách khuyết tật, Nôi/cũi theo yêu cầu",13:30 - 16:00,9:30 - 12:00,"Dịch vụ phòng, Thang máy, Nôi/cũi theo yêu cầu, Hồ bơi ngoài trời",Giường phụ
4030,Xuân Bùi,810.000 - 1.290.000 VND,Đắk Lắk,"Phòng không hút thuốc, Lễ tân 24 giờ, Thang máy",14:30 - 18:00,12:30 - 12:00,Sân thượng / hiên,
4031,Nhật Mai,15.170.000 - 16.520.000 VND,Bình Dương,"Khu vực bãi tắm riêng, Phòng không hút thuốc",11:30 - 17:00,12:00 - 12:00,"Máy pha trà/cà phê, Lễ tân 24 giờ, Trung tâm thể dục",Tầng cao
4032,Vũ Phạm,3.290.000 - 3.700.000 VND,Đắk Nông,"Trung tâm Spa & chăm sóc sức khoẻ, Dọn phòng hàng ngày",13:30 - 13:00,12:00 - 12:00,"Nhà hàng, Lễ tân 24 giờ, Phòng gia đình, Sân vườn",Phòng yên tĩnh
4033,Minh Xuân Nguyễn,1.350.000 - 1.640.000 VND,Hòa Bình,"Quầy bar, Thang máy, Tiện nghi BBQ",14:30 - 16:00,11:30 - 12:00,"Tiện nghi cho khách khuyết tật, Điều hòa nhiệt độ",
4034,Hưng Hoàng Trần,8.620.000 - 9.790.000 VND,Quảng Nam,"Hồ bơi trong nhà, Xe đưa đón sân bay, Tiện nghi BBQ",15:00 - 18:00,12:00 - 12:00,"Sân vườn, Quầy bar, Nôi/cũi theo yêu cầu, Khu vực bãi tắm riêng",Phòng yên tĩnh
4035,Dũng Mai,4.860.000 - 4.910.000 VND,Tây Ninh,"Hồ bơi trong nhà, Trung tâm Spa & chăm sóc sức khoẻ",15:00 - 14:00,9:00 - 12:00,"Dịch vụ phòng, Hồ bơi trong nhà",
4036,Lâm Nguyễn,10.970.000 - 12.200.000 VND,Tây Ninh,Trung tâm Spa & chăm sóc sức khoẻ,13:30 - 18:00,9:00 - 12:00,"Lễ tân 24 giờ, Trung tâm Spa & chăm sóc sức khoẻ",Khu vực cho phép hút thuốc
4037,Nhật Thị Trần,17.580.000 - 17.610.000 VND,Cao Bằng,"Xe đưa đón sân bay, Hồ bơi ngoài trời, Điều hòa nhiệt độ",12:30 - 18:00,10:00 - 12:00,"Tiện nghi BBQ, Trung tâm thể dục",Phòng yên tĩnh
4038,Hạnh Hoàng,16.320.000 - 18.310.000 VND,Điện Biên,Trung tâm Spa & chăm sóc sức khoẻ,15:30 - 18:00,11:30 - 12:00,"Nhà hàng, Tiện nghi BBQ",
4039,Trọng Dương,11.990.000 - 12.340.000 VND,Thừa Thiên Huế,"Nôi/cũi theo yêu cầu, Lễ tân 24 giờ, Sân thượng / hiên, Trung tâm thể dục",12:00 - 18:00,12:00 - 12:00,Quầy bar,
4040,Quang Vũ,3.700.000 - 3.780.000 VND,Điện Biên,"Dọn phòng hàng ngày, Máy pha trà/cà phê, WiFi miễn phí, Hồ bơi ngoài trời",11:00 - 17:00,9:30 - 12:00,Trung tâm thể dục,Khu vực cho phép hút thuốc
4041,Lan Mai,8.090.000 - 9.320.000 VND,Bạc Liêu,"Quầy bar, Chỗ đỗ xe, Tiện nghi BBQ, Sân thượng / hiên",15:30 - 15:00,11:30 - 12:00,Điều hòa nhiệt độ,Hướng biển
4042,Khoa Hải Phạm,910.000 - 1.190.000 VND,Hà Giang,"Phòng không hút thuốc, Giặt ủi, Dọn phòng hàng ngày",12:30 - 15:00,12:00 - 12:00,Khu vực bãi tắm riêng,
4043,Hà Bảo Lê,10.370.000 - 12.290.000 VND,Bạc Liêu,"Nhà hàng, Thang máy, Nôi/cũi theo yêu cầu, Hồ bơi trong nhà",12:00 - 13:00,10:00 - 12:00,"Giặt ủi, Sân vườn, Tiện nghi BBQ, Tiện nghi cho khách khuyết tật",
4044,Tùng Dương,14.120.000 - 15.010.000 VND,Thái Nguyên,"Sân vườn, Trung tâm Spa & chăm sóc sức khoẻ",12:00 - 13:00,9:30 - 12:00,"Hồ bơi trong nhà, Phòng gia đình",Không cần dọn phòng
4045,Huy Tấn Nguyễn,17.730.000 - 18.330.000 VND,Lâm Đồng,"WiFi miễn phí, Dọn phòng hàng ngày",14:30 - 17:00,12:00 - 12:00,"Dọn phòng hàng ngày, Điều hòa nhiệt độ, Quầy bar, Trung tâm thể dục",View đẹp
4046,Ánh Đặng,8.390.000 - 8.460.000 VND,Hà Nam,"Tiện nghi BBQ, Hồ bơi trong nhà",14:30 - 18:00,12:30 - 12:00,Sân thượng / hiên,Khu vực cho phép hút thuốc
4047,Hà Đặng,4.800.000 - 5.470.000 VND,Quảng Bình,"Quầy bar, Sân thượng / hiên, Nôi/cũi theo yêu cầu, Sân vườn",11:30 - 18:00,11:30 - 12:00,"Sân thượng / hiên, Nhà hàng",Giáp biển
4048,Lan Đặng,9.880.000 - 11.810.000 VND,Cao Bằng,"Trung tâm Spa & chăm sóc sức khoẻ, Bữa sáng, Thang máy, Dịch vụ phòng",15:00 - 17:00,9:00 - 12:00,Bữa sáng,
4049,Bảo Dương,17.450.000 - 19.250.000 VND,Khánh Hòa,"Điều hòa nhiệt độ, Nôi/cũi theo yêu cầu",12:30 - 14:00,12:30 - 12:00,Trung tâm thể dục,Phòng không cửa sổ
4050,Yến Phạm,15.300.000 - 15.430.000 VND,Cần Thơ,"Giặt ủi, Thang máy",11:00 - 17:00,10:00 - 12:00,"Giặt ủi, Sân vườn",View đẹp
4051,Huy Bùi,13.330.000 - 14.080.000 VND,Thừa Thiên Huế,"Xe đưa đón sân bay, Phòng không hút thuốc, Tiện nghi BBQ",13:30 - 15:00,12:00 - 12:00,"Nôi/cũi theo yêu cầu, Sân vườn, Tiện nghi BBQ, Sân thượng / hiên",View đẹp
4052,Vân Trần,5.830.000 - 6.960.000 VND,Thái Bình,"Phòng gia đình, Dọn phòng hàng ngày, Hồ bơi trong nhà, Bữa sáng",14:30 - 17:00,12:30 - 12:00,"Nhà hàng, Bữa sáng, Phòng không hút thuốc",Hướng biển
4053,Bảo Đặng,4.520.000 - 5.730.000 VND,Hậu Giang,"Hồ bơi ngoài trời, Dọn phòng hàng ngày",14:00 - 17:00,10:30 - 12:00,"Bữa sáng, Máy pha trà/cà phê",Giáp biển
4054,Hưng Mai Nguyễn,11.590.000 - 11.670.000 VND,Nam Định,Giặt ủi,15:00 - 14:00,9:00 - 12:00,"Hồ bơi ngoài trời, Thang máy, Tiện nghi BBQ, Máy pha trà/cà phê",
4055,Thảo Trần,8.940.000 - 10.170.000 VND,Bắc Kạn,Giặt ủi,14:00 - 14:00,11:00 - 12:00,"Hồ bơi ngoài trời, Thang máy",Khu vực cho phép hút thuốc
4056,Quang Hoàng,17.760.000 - 18.500.000 VND,Đồng Nai,"Sân vườn, Phòng không hút thuốc",12:00 - 17:00,11:00 - 12:00,Giặt ủi,Chỗ đậu xe riêng
